n,times
2625,3034
2626,3088
2627,3079
2628,3072
2629,3000
2630,2999
2631,3024
2632,3097
2633,3002
2634,3030
2635,3062
2636,3075
2637,3026
2638,3017
2639,3097
2640,3065
2641,3092
2642,3025
2643,3087
2644,3063
2645,3144
2646,3029
2647,3091
2648,3067
2649,3039
2650,3192
2651,3034
2652,3086
2653,3016
2654,3066
2655,3103
2656,3028
2657,3022
2658,3057
2659,3029
2660,3098
2661,3094
2662,3117
2663,3110
2664,3046
2665,3035
2666,3044
2667,3087
2668,3086
2669,3132
2670,3074
2671,3041
2672,3125
2673,3064
2674,3115
2675,3099
2676,3136
2677,3062
2678,3182
2679,3052
2680,3117
2681,3180
2682,3054
2683,3072
2684,3107
2685,3115
2686,3126
2687,3208
2688,3055
2689,3091
2690,3112
2691,3137
2692,3134
2693,3183
2694,3108
2695,3135
2696,3133
2697,3118
2698,3176
2699,3075
2700,3099
2701,3088
2702,3075
2703,3080
2704,3104
2705,3124
2706,3149
2707,3198
2708,3089
2709,3207
2710,3078
2711,3153
2712,3139
2713,3165
2714,3095
2715,3149
2716,3168
2717,3145
2718,3149
2719,3206
2720,3112
2721,3326
2722,3099
2723,3111
2724,3123
2725,3213
2726,3190
2727,3153
2728,3115
2729,3104
2730,3215
2731,3202
2732,3165
2733,3175
2734,3148
2735,3172
2736,3156
2737,3155
2738,3124
2739,3181
2740,3143
2741,3127
2742,3151
2743,3168
2744,3231
2745,3188
2746,3180
2747,3134
2748,3153
2749,3196
2750,3549
2751,3146
2752,3156
2753,3156
2754,3163
2755,3210
2756,3170
2757,3169
2758,3142
2759,3151
2760,3163
2761,3217
2762,3156
2763,3160
2764,3191
2765,3196
2766,3187
2767,3202
2768,3164
2769,3193
2770,3142
2771,3176
2772,3146
2773,3208
2774,3162
2775,3231
2776,3228
2777,3305
2778,3167
2779,3237
2780,3189
2781,3169
2782,3198
2783,3160
2784,3160
2785,3198
2786,3169
2787,3269
2788,3180
2789,3213
2790,3170
2791,3235
2792,3256
2793,3216
2794,3197
2795,3312
2796,3238
2797,3224
2798,3266
2799,3244
2800,3222
2801,3217
2802,3197
2803,3333
2804,3210
2805,3229
2806,22807
2807,3238
2808,3244
2809,3251
2810,3208
2811,3256
2812,3245
2813,3196
2814,3238
2815,3256
2816,3243
2817,3259
2818,3213
2819,3208
2820,3211
2821,3206
2822,3259
2823,3245
2824,3211
2825,3288
2826,3221
2827,3235
2828,3207
2829,3235
2830,3261
2831,3243
2832,3217
2833,3287
2834,3315
2835,3335
2836,3220
2837,3240
2838,3245
2839,3292
2840,3223
2841,3298
2842,3321
2843,3289
2844,3396
2845,3249
2846,3243
2847,3333
2848,3237
2849,3249
2850,3254
2851,3306
2852,3246
2853,3262
2854,3286
2855,3298
2856,3309
2857,3268
2858,3392
2859,3244
2860,3288
2861,3363
2862,3230
2863,3325
2864,3317
2865,3360
2866,3253
2867,3271
2868,3276
2869,3314
2870,3356
2871,3319
2872,3245
2873,3296
2874,3369
2875,3369
2876,3333
2877,3275
2878,3261
2879,3256
2880,3415
2881,3317
2882,3342
2883,3275
2884,3309
2885,3287
2886,3269
2887,3302
2888,3322
2889,3290
2890,3305
2891,3285
2892,3332
2893,3281
2894,3342
2895,3336
2896,3285
2897,3313
2898,3358
2899,3344
2900,3294
2901,3297
2902,3301
2903,3308
2904,6456
2905,3406
2906,3295
2907,3368
2908,3363
2909,3314
2910,3351
2911,3298
2912,3310
2913,3364
2914,3366
2915,3339
2916,3350
2917,3344
2918,3326
2919,3390
2920,3384
2921,3393
2922,3326
2923,3481
2924,3492
2925,3352
2926,3408
2927,3326
2928,3323
2929,3331
2930,3378
2931,8171
2932,3356
2933,3473
2934,3357
2935,3344
2936,3394
2937,3461
2938,3415
2939,3854
2940,3385
2941,3359
2942,3328
2943,26948
2944,3409
2945,3401
2946,3462
2947,3345
2948,3366
2949,3418
2950,3453
2951,3418
2952,3473
2953,3512
2954,3357
2955,3391
2956,3445
2957,3460
2958,3446
2959,3383
2960,3463
2961,3426
2962,3391
2963,3497
2964,3515
2965,3393
2966,3372
2967,3433
2968,3392
2969,3496
2970,3391
2971,3459
2972,3441
2973,3447
2974,3425
2975,3396
2976,3401
2977,3403
2978,3479
2979,3393
2980,3397
2981,3381
2982,3526
2983,3487
2984,3420
2985,3441
2986,3400
2987,3454
2988,3417
2989,3456
2990,3392
2991,3405
2992,3524
2993,3416
2994,3476
2995,3429
2996,3422
2997,3401
2998,3510
2999,3466
3000,3484
3001,3513
3002,3426
3003,3455
3004,3426
3005,3422
3006,3476
3007,3423
3008,3482
3009,3433
3010,3428
3011,3430
3012,3527
3013,3460
3014,3429
3015,3421
3016,3417
3017,3485
3018,3442
3019,3498
3020,3432
3021,3553
3022,3421
3023,3457
3024,3458
3025,3531
3026,3492
3027,3524
3028,3535
3029,3467
3030,3546
3031,3489
3032,3501
3033,3462
3034,3491
3035,3505
3036,3482
3037,3485
3038,3453
3039,3448
3040,3460
3041,3457
3042,3509
3043,3529
3044,3473
3045,3575
3046,3552
3047,3469
3048,3563
3049,3487
3050,3471
3051,3507
3052,3474
3053,3554
3054,3459
3055,3511
3056,3538
3057,3564
3058,3526
3059,3496
3060,3587
3061,3562
3062,3580
3063,3474
3064,3491
3065,3573
3066,3522
3067,3487
3068,3489
3069,3539
3070,3516
3071,3569
3072,3488
3073,3527
3074,3538
3075,3588
3076,3550
3077,3637
3078,3619
3079,3616
3080,3498
3081,3537
3082,3871
3083,3534
3084,3502
3085,3573
3086,3535
3087,3498
3088,3577
3089,3537
3090,3585
3091,3536
3092,3524
3093,3504
3094,3516
3095,3508
3096,3565
3097,3637
3098,3552
3099,3556
3100,3574
3101,3584
3102,3509
3103,3527
3104,3519
3105,3556
3106,3650
3107,3551
3108,3560
3109,3531
3110,3564
3111,3610
3112,3540
3113,3583
3114,3572
3115,3540
3116,3538
3117,3532
3118,3607
3119,3603
3120,3603
3121,3721
3122,3570
3123,3664
3124,3585
3125,3566
3126,3561
3127,3620
3128,3546
3129,3696
3130,3569
3131,3550
3132,3577
3133,3553
3134,3600
3135,3659
3136,3605
3137,3601
3138,3609
3139,3582
3140,3615
3141,3655
3142,3593
3143,3626
3144,3615
3145,3582
3146,3613
3147,3566
3148,3800
3149,3596
3150,3627
3151,3633
3152,3592
3153,3749
3154,3674
3155,3688
3156,3636
3157,3718
3158,3703
3159,3715
3160,3693
3161,3639
3162,3648
3163,3724
3164,3690
3165,3760
3166,3719
3167,3754
3168,6855
3169,3659
3170,3693
3171,3597
3172,3656
3173,3700
3174,3692
3175,3806
3176,3597
3177,3622
3178,3758
3179,3665
3180,3800
3181,3711
3182,3655
3183,3610
3184,3668
3185,3638
3186,3701
3187,3711
3188,3724
3189,3669
3190,3735
3191,3760
3192,4014
3193,3692
3194,3695
3195,3671
3196,3657
3197,3768
3198,3853
3199,3774
3200,3648
3201,3838
3202,3717
3203,3672
3204,3687
3205,3827
3206,3708
3207,3829
3208,3687
3209,3738
3210,3735
3211,3688
3212,3703
3213,3747
3214,3753
3215,3828
3216,3829
3217,3921
3218,3655
3219,3839
3220,3717
3221,3752
3222,3789
3223,3701
3224,3653
3225,3802
3226,3658
3227,3716
3228,3710
3229,3720
3230,3663
3231,3644
3232,3760
3233,3751
3234,3731
3235,3727
3236,3698
3237,3819
3238,3725
3239,3739
3240,3699
3241,3769
3242,3797
3243,3744
3244,3724
3245,3848
3246,3736
3247,3789
3248,3787
3249,4042
3250,3726
3251,3744
3252,3777
3253,3687
3254,3734
3255,3897
3256,3674
3257,3743
3258,3742
3259,3730
3260,3696
3261,3806
3262,3694
3263,3698
3264,3733
3265,3877
3266,3798
3267,3769
3268,3766
3269,3809
3270,3832
3271,3821
3272,3778
3273,3835
3274,3759
3275,12269
3276,3734
3277,3854
3278,3855
3279,3720
3280,3847
3281,3769
3282,3951
3283,3721
3284,3717
3285,3776
3286,3954
3287,8145
3288,3777
3289,3740
3290,3832
3291,3764
3292,4002
3293,3783
3294,3834
3295,3770
3296,3776
3297,3786
3298,3782
3299,3901
3300,3822
3301,3930
3302,3800
3303,3751
3304,3786
3305,3762
3306,3811
3307,3805
3308,3895
3309,3837
3310,3788
3311,3785
3312,3847
3313,3774
3314,3860
3315,3765
3316,4055
3317,3772
3318,3775
3319,3804
3320,3858
3321,3858
3322,3800
3323,3853
3324,3836
3325,3779
3326,3812
3327,3907
3328,3768
3329,3878
3330,3800
3331,3877
3332,3869
3333,3847
3334,3890
3335,3873
3336,3881
3337,3875
3338,3892
3339,3903
3340,3781
3341,3808
3342,8016
3343,3764
3344,3812
3345,3979
3346,3834
3347,3796
3348,3831
3349,3875
3350,3847
3351,3832
3352,3834
3353,3805
3354,3822
3355,3840
3356,3842
3357,3870
3358,3836
3359,3844
3360,3848
3361,3903
3362,3851
3363,3819
3364,3883
3365,3833
3366,3846
3367,3864
3368,3944
3369,3887
3370,3894
3371,3855
3372,3912
3373,3874
3374,3821
3375,3843
3376,3941
3377,3850
3378,3833
3379,3927
3380,3823
3381,3824
3382,3926
3383,3949
3384,3901
3385,3858
3386,3845
3387,3848
3388,3888
3389,3902
3390,3845
3391,3922
3392,3989
3393,3896
3394,3873
3395,3846
3396,3868
3397,3919
3398,3873
3399,3840
3400,3842
3401,3900
3402,3864
3403,3851
3404,3967
3405,3860
3406,3946
3407,3976
3408,3855
3409,3869
3410,4089
3411,3883
3412,3919
3413,3930
3414,4047
3415,3935
3416,3936
3417,3942
3418,4017
3419,3973
3420,3968
3421,3878
3422,3981
3423,4015
3424,4074
3425,3936
3426,4048
3427,4029
3428,3957
3429,3887
3430,3965
3431,3958
3432,3991
3433,3903
3434,3929
3435,4091
3436,3887
3437,3991
3438,3930
3439,3992
3440,3922
3441,3906
3442,3908
3443,3959
3444,3918
3445,4030
3446,3987
3447,3958
3448,3947
3449,3937
3450,3906
3451,3921
3452,4036
3453,3921
3454,3916
3455,3912
3456,4024
3457,4014
3458,3920
3459,3942
3460,4058
3461,3998
3462,3930
3463,3977
3464,4021
3465,4036
3466,4036
3467,3944
3468,4022
3469,3985
3470,3994
3471,4032
3472,3929
3473,4068
3474,4062
3475,3984
3476,4018
3477,3976
3478,3951
3479,3977
3480,4014
3481,3989
3482,3956
3483,4039
3484,3943
3485,3972
3486,4169
3487,4041
3488,3947
3489,4002
3490,4010
3491,4067
3492,3964
3493,4008
3494,4127
3495,4010
3496,4163
3497,4028
3498,4214
3499,4027
3500,4047
3501,4078
3502,4014
3503,4007
3504,4022
3505,4099
3506,4027
3507,4103
3508,4023
3509,4022
3510,4015
3511,4110
3512,4037
3513,3984
3514,4051
3515,4015
3516,3998
3517,3993
3518,4115
3519,3959
3520,4049
3521,4041
3522,4010
3523,4024
3524,4059
3525,4024
3526,4122
3527,4065
3528,4131
3529,4013
3530,3987
3531,4038
3532,3992
3533,4083
3534,4011
3535,4075
3536,4071
3537,4087
3538,4076
3539,4056
3540,4113
3541,4025
3542,4059
3543,4088
3544,4147
3545,4019
3546,4051
3547,4119
3548,4032
3549,4172
3550,4097
3551,4022
3552,4073
3553,4037
3554,4103
3555,4068
3556,4006
3557,4080
3558,4114
3559,4025
3560,4020
3561,4077
3562,4458
3563,4019
3564,4021
3565,4103
3566,4013
3567,4086
3568,4124
3569,4085
3570,4050
3571,4063
3572,4116
3573,4091
3574,4046
3575,4077
3576,4133
3577,4169
3578,4061
3579,4035
3580,4047
3581,4055
3582,4033
3583,4081
3584,4125
3585,4049
3586,4058
3587,4032
3588,4123
3589,4132
3590,4087
3591,4110
3592,4054
3593,4172
3594,4095
3595,4091
3596,4052
3597,4130
3598,4196
3599,4104
3600,4267
3601,4141
3602,4122
3603,4282
3604,4055
3605,4123
3606,4098
3607,4112
3608,4328
3609,4140
3610,4182
3611,4074
3612,4148
3613,4266
3614,4168
3615,4076
3616,4143
3617,4132
3618,4152
3619,4126
3620,4127
3621,4152
3622,4194
3623,4153
3624,4115
3625,4161
3626,4072
3627,4287
3628,4102
3629,4174
3630,4093
3631,4155
3632,4164
3633,4105
3634,4291
3635,4106
3636,4243
3637,4154
3638,4137
3639,4173
3640,4200
3641,4138
3642,4146
3643,4205
3644,4139
3645,4218
3646,4128
3647,4154
3648,4184
3649,4139
3650,4195
3651,4112
3652,4150
3653,4119
3654,4261
3655,4133
3656,4182
3657,4262
3658,4112
3659,4219
3660,4197
3661,4184
3662,4174
3663,4118
3664,4251
3665,4249
3666,4273
3667,4173
3668,4217
3669,4160
3670,4220
3671,4271
3672,4268
3673,4228
3674,4293
3675,4243
3676,4333
3677,4274
3678,4189
3679,4164
3680,4233
3681,4153
3682,4121
3683,4210
3684,4171
3685,4225
3686,4149
3687,4252
3688,4210
3689,4216
3690,4171
3691,4211
3692,4252
3693,4271
3694,4278
3695,4243
3696,4266
3697,4228
3698,4207
3699,4243
3700,4239
3701,4268
3702,4178
3703,4179
3704,4273
3705,4300
3706,4357
3707,4244
3708,4393
3709,4251
3710,4376
3711,4226
3712,4359
3713,4263
3714,4217
3715,4281
3716,4246
3717,4223
3718,4192
3719,4246
3720,4249
3721,4228
3722,4237
3723,4329
3724,4213
3725,4210
3726,4217
3727,4253
3728,4247
3729,4209
3730,4225
3731,4227
3732,4263
3733,4451
3734,4293
3735,7264
3736,4320
3737,4315
3738,4384
3739,4314
3740,4223
3741,4233
3742,4249
3743,4238
3744,4320
3745,4322
3746,4481
3747,4246
3748,4214
3749,4291
3750,4329
3751,4224
3752,4310
3753,4307
3754,4294
3755,4298
3756,4249
3757,4337
3758,4233
3759,4339
3760,4293
3761,4280
3762,4222
3763,4235
3764,4243
3765,4371
3766,4330
3767,4309
3768,4291
3769,4315
3770,4335
3771,4246
3772,4360
3773,4372
3774,4426
3775,4324
3776,4401
3777,4256
3778,4456
3779,4303
3780,4328
3781,4327
3782,4442
3783,4307
3784,4304
3785,4262
3786,4253
3787,4375
3788,4263
3789,4311
3790,4330
3791,4306
3792,4388
3793,4285
3794,4373
3795,4287
3796,4404
3797,4334
3798,4370
3799,4358
3800,4343
3801,4420
3802,4417
3803,4404
3804,4353
3805,4423
3806,4288
3807,4396
3808,4389
3809,4424
3810,4404
3811,4499
3812,4341
3813,4461
3814,4304
3815,4444
3816,4430
3817,4408
3818,4313
3819,4396
3820,4394
3821,4536
3822,4406
3823,4389
3824,4469
3825,4491
3826,4442
3827,4329
3828,4379
3829,4319
3830,4390
3831,4365
3832,4382
3833,4487
3834,4326
3835,4318
3836,4366
3837,4338
3838,4421
3839,4287
3840,4454
3841,4323
3842,4407
3843,4406
3844,4367
3845,4411
3846,4376
3847,4464
3848,4405
3849,4527
3850,4363
3851,4363
3852,4362
3853,4368
3854,4336
3855,4449
3856,4376
3857,4434
3858,4472
3859,4465
3860,4341
3861,4349
3862,4371
3863,4522
3864,4405
3865,4446
3866,4509
3867,4431
3868,4360
3869,4381
3870,4394
3871,4365
3872,4423
3873,4414
3874,4438
3875,4400
3876,4386
3877,4429
3878,4377
3879,4472
3880,4434
3881,4486
3882,4518
3883,4404
3884,4499
3885,4497
3886,4446
3887,4413
3888,4472
3889,4527
3890,4438
3891,4507
3892,4441
3893,4549
3894,4509
3895,4505
3896,4514
3897,4471
3898,4501
3899,4615
3900,4575
3901,4477
3902,4406
3903,4550
3904,4500
3905,4447
3906,4580
3907,4544
3908,4465
3909,4511
3910,4569
3911,4452
3912,4444
3913,4453
3914,4424
3915,4411
3916,4562
3917,4418
3918,4437
3919,4529
3920,4514
3921,4576
3922,4489
3923,4542
3924,4606
3925,4531
3926,4561
3927,4671
3928,4517
3929,4507
3930,4557
3931,4486
3932,4549
3933,4595
3934,4581
3935,4638
3936,4641
3937,4542
3938,4650
3939,4659
3940,4554
3941,4626
3942,4553
3943,4796
3944,4640
3945,4657
3946,4662
3947,4457
3948,4620
3949,4645
3950,4633
3951,4537
3952,4508
3953,4574
3954,4549
3955,4615
3956,9346
3957,4579
3958,4479
3959,4517
3960,4597
3961,4469
3962,4684
3963,4570
3964,4721
3965,4583
3966,4449
3967,4698
3968,4509
3969,4527
3970,4572
3971,4602
3972,4527
3973,4524
3974,4644
3975,4553
3976,4573
3977,4582
3978,4481
3979,4486
3980,4624
3981,4516
3982,4542
3983,4558
3984,4585
3985,4642
3986,4550
3987,4512
3988,4491
3989,4624
3990,4537
3991,4523
3992,4616
3993,4512
3994,4634
3995,4665
3996,4577
3997,4576
3998,4531
3999,4480
4000,4508
4001,4540
4002,4536
4003,4623
4004,4524
4005,4573
4006,4539
4007,4568
4008,4560
4009,4513
4010,4533
4011,4529
4012,4584
4013,4515
4014,4551
4015,4550
4016,4560
4017,4644
4018,4554
4019,4598
4020,4538
4021,4579
4022,4591
4023,4642
4024,4626
4025,4684
4026,4530
4027,4639
4028,4670
4029,4613
4030,4539
4031,4554
4032,4578
4033,4642
4034,4561
4035,4574
4036,4654
4037,4583
4038,4656
4039,4657
4040,4643
4041,4570
4042,4605
4043,4562
4044,4632
4045,4599
4046,4539
4047,4594
4048,4637
4049,4608
4050,4540
4051,4593
4052,4551
4053,4670
4054,4557
4055,4640
4056,4554
4057,4558
4058,4569
4059,4655
4060,4629
4061,4621
4062,5088
4063,4589
4064,4769
4065,4653
4066,4647
4067,4591
4068,4617
4069,4771
4070,4627
4071,4688
4072,4669
4073,4782
4074,4656
4075,4685
4076,4717
4077,4623
4078,4734
4079,4585
4080,4644
4081,4605
4082,4687
4083,4637
4084,4732
4085,4590
4086,4691
4087,4634
4088,4683
4089,4652
4090,4801
4091,4668
4092,4604
4093,4661
4094,4629
4095,4601
4096,4843
4097,4675
4098,4756
4099,4618
4100,4781
4101,4620
4102,4757
4103,5024
4104,4677
4105,4910
4106,4643
4107,8196
4108,4754
4109,4730
4110,4957
4111,4667
4112,4808
4113,4657
4114,4815
4115,4799
4116,4623
4117,4725
4118,4698
4119,4690
4120,4617
4121,8442
4122,4660
4123,4638
4124,4655
4125,4750
4126,4670
4127,4680
4128,4755
4129,4756
4130,4684
4131,4708
4132,4755
4133,4799
4134,4720
4135,4783
4136,4745
4137,4775
4138,4776
4139,4715
4140,4718
4141,4869
4142,4691
4143,4751
4144,4656
4145,4665
4146,4759
4147,4674
4148,4839
4149,4820
4150,4804
4151,4778
4152,4769
4153,4765
4154,4844
4155,4839
4156,4712
4157,4816
4158,4692
4159,4655
4160,4840
4161,4785
4162,5290
4163,4775
4164,4717
4165,4815
4166,4738
4167,4769
4168,4781
4169,4769
4170,4875
4171,4786
4172,5079
4173,4680
4174,4831
4175,4689
4176,8879
4177,4707
4178,4687
4179,4731
4180,4736
4181,4746
4182,4884
4183,4739
4184,4768
4185,4756
4186,4721
4187,4702
4188,4714
4189,4861
4190,4827
4191,4757
4192,4773
4193,4801
4194,4773
4195,4827
4196,4720
4197,4790
4198,4728
4199,4806
4200,4818
4201,4954
4202,4813
4203,4798
4204,4856
4205,4847
4206,4796
4207,4877
4208,4773
4209,4841
4210,4790
4211,4842
4212,4854
4213,4802
4214,4836
4215,4831
4216,4759
4217,4864
4218,4830
4219,4740
4220,4907
4221,4731
4222,4759
4223,4861
4224,4881
4225,4828
4226,4888
4227,4914
4228,4789
4229,4885
4230,4766
4231,4808
4232,5051
4233,4993
4234,4768
4235,4854
4236,4829
4237,4864
4238,4893
4239,4869
4240,4838
4241,4879
4242,4861
4243,4812
4244,4941
4245,4900
4246,4774
4247,4935
4248,4829
4249,4930
4250,4912
4251,4929
4252,4828
4253,4841
4254,4866
4255,4827
4256,4847
4257,4876
4258,4841
4259,4809
4260,4785
4261,4937
4262,4796
4263,4894
4264,4783
4265,4838
4266,4895
4267,4898
